Away,AQ1,AQ2,AQ3,AQ4,AOT1,AOT2,Away_Final,Home,HQ1,HQ2,HQ3,HQ4,HOT1,HOT2,Home_Final,Date,Q1M,Q2M,Q3M,FinalMargin,FinalTotal,HomeMargin,AwayELO,HomeELO,Season,Week,Playoffs,AwayBye,HomeBye,Intraconference,Intradivision,TravelDist
Bills,0,12,10,0,0,0,22,Jets,3,0,7,7,0,0,17,201510,-3,9,12,5,39,-5,1509.92069524332,1488.38156007736,2015,10,0,0,0,1,1,292
Lions,0,3,6,9,0,0,18,Packers,3,0,0,13,0,0,16,201510,-3,0,6,2,34,-2,1405.51384064451,1640.98852130607,2015,10,0,1,0,1,1,291
Cowboys,3,3,0,0,0,0,6,Buccaneers,0,3,0,7,0,0,10,201510,-3,-3,-3,4,16,4,1482.94286298281,1355.1017748976,2015,10,0,0,0,1,0,916
Bears,10,14,0,13,0,0,37,Rams,10,0,3,0,0,0,13,201510,0,14,11,24,50,-24,1396.27769210954,1490.36717722972,2015,10,0,0,0,1,0,260
Dolphins,3,10,0,7,0,0,20,Eagles,16,0,0,3,0,0,19,201510,-13,-3,-3,1,39,-1,1452.242545416,1562.86816541115,2015,10,0,0,0,0,0,1021
Bills,0,3,7,3,0,0,13,Patriots,3,7,10,0,0,0,20,201511,3,7,10,7,33,7,1530.4740214314,1757.25721086713,2015,11,0,0,0,1,1,404
Bengals,7,7,0,17,0,0,31,Cardinals,0,7,21,6,0,0,34,201511,-7,-7,14,3,65,3,1641.07017682063,1644.1707720552,2015,11,0,0,0,0,0,1580
49ers,0,7,6,0,0,0,13,Seahawks,13,7,3,6,0,0,29,201511,13,13,10,16,42,16,1447.19588665727,1614.88188207548,2015,11,0,1,0,1,1,679
Packers,6,10,3,11,0,0,30,Vikings,6,0,7,0,0,0,13,201511,0,10,6,17,43,-17,1619.37382441748,1585.96730876595,2015,11,0,0,0,1,1,259
Jets,0,3,7,7,0,0,17,Texans,0,10,14,0,0,0,24,201511,0,7,14,7,41,7,1467.82823388928,1480.99413798432,2015,11,0,0,0,1,0,1417
Rams,7,0,6,0,0,0,13,Ravens,0,3,0,13,0,0,16,201511,-7,-4,-10,3,29,3,1440.80583141141,1478.75038977312,2015,11,0,0,0,0,0,730
Chiefs,6,6,7,14,0,0,33,Chargers,0,3,0,0,0,0,3,201511,6,9,16,30,36,-30,1587.76873464509,1419.78299911334,2015,11,0,0,1,1,1,1334
Buccaneers,7,21,7,10,0,0,45,Eagles,7,7,0,3,0,0,17,201511,0,14,21,28,62,-28,1374.63374324169,1551.8218592334,2015,11,0,0,0,1,0,928
Cowboys,0,14,0,10,0,0,24,Dolphins,0,7,7,0,0,0,14,201511,0,7,0,10,38,-10,1463.41089463872,1463.28885159375,2015,11,0,0,0,0,0,1110
Raiders,0,0,13,0,0,0,13,Lions,6,3,0,9,0,0,18,201511,6,9,-4,5,31,5,1427.91134596404,1427.1285375331,2015,11,0,0,0,0,0,2078
Broncos,7,3,0,7,0,0,17,Bears,0,6,3,6,0,0,15,201511,7,4,1,2,32,-2,1630.33446411646,1445.83903792785,2015,11,0,0,0,0,0,916
Colts,0,7,7,10,0,0,24,Falcons,7,7,7,0,0,0,21,201511,-7,-7,-7,3,45,-3,1520.43854342016,1508.66084635469,2015,11,0,1,1,0,0,427
Titans,3,3,7,0,0,0,13,Jaguars,0,6,3,10,0,0,19,201511,-3,0,-4,6,32,6,1325.61160697985,1345.31768725849,2015,11,0,0,0,1,1,500
Washington,14,0,0,2,0,0,16,Panthers,14,17,10,3,0,0,44,201511,0,17,27,28,60,28,1411.53289356507,1661.17054924091,2015,11,0,0,0,1,0,329
Giants,0,0,0,14,0,0,14,Washington,0,17,0,3,0,0,20,201512,0,17,17,6,34,6,1524.08710967868,1403.25511642347,2015,12,0,1,0,1,1,204
Ravens,10,7,7,9,0,0,33,Browns,0,13,7,7,0,0,27,201512,10,4,4,6,60,-6,1488.18062677998,1353.74564202573,2015,12,0,0,1,1,1,307
Patriots,7,7,0,10,0,0,24,Broncos,0,7,0,17,6,0,30,201512,-7,-7,-7,6,54,6,1763.02733194237,1637.30568156916,2015,12,0,0,0,1,0,1769
Steelers,3,15,3,9,0,0,30,Seahawks,0,14,6,19,0,0,39,201512,-3,-4,-1,9,69,9,1579.51025419258,1625.52024829107,2015,12,0,1,0,0,0,2132
Cardinals,3,3,7,6,0,0,19,49ers,0,3,10,0,0,0,13,201512,3,3,0,6,32,-6,1655.01504008487,1436.55752044168,2015,12,0,0,0,1,1,652
Saints,0,6,0,0,0,0,6,Texans,14,0,10,0,0,0,24,201512,14,8,18,18,30,18,1427.74572312774,1496.63198913577,2015,12,0,1,0,0,0,317
Chargers,0,21,3,7,0,0,31,Jaguars,6,3,3,13,0,0,25,201512,-6,12,12,6,56,-6,1396.42735954204,1359.57544132363,2015,12,0,0,0,1,0,2087
Dolphins,0,0,7,13,0,0,20,Jets,7,7,7,17,0,0,38,201512,7,14,14,18,58,18,1434.02042221342,1452.19038273783,2015,12,0,0,0,1,1,1091
Vikings,7,0,3,10,0,0,20,Falcons,0,3,0,7,0,0,10,201512,7,4,7,10,30,-10,1553.98318603143,1492.2948227504,2015,12,0,0,0,1,0,908
Buccaneers,3,9,0,0,0,0,12,Colts,3,3,13,6,0,0,25,201512,0,-6,7,13,37,13,1435.27007163984,1536.80456702445,2015,12,0,0,0,0,0,843
Raiders,7,3,7,7,0,0,24,Titans,6,0,8,7,0,0,21,201512,1,4,3,3,45,-3,1413.6835933029,1311.35385291471,2015,12,0,0,0,1,0,1950
Rams,0,7,0,0,0,0,7,Bengals,7,10,14,0,0,0,31,201512,7,10,24,24,38,24,1431.37559440455,1630.22590879096,2015,12,0,0,0,0,0,310
Bears,0,14,0,3,0,0,17,Packers,7,6,0,0,0,0,13,201512,-7,1,1,4,30,-4,1438.86782047515,1651.357947152,2015,12,0,0,0,1,1,185
Panthers,10,13,7,3,0,0,33,Cowboys,3,0,3,8,0,0,14,201512,7,20,24,19,47,-19,1669.44832638251,1492.67932401905,2015,12,0,0,0,1,0,928
Eagles,0,7,0,7,0,0,14,Lions,7,17,14,7,0,0,45,201512,7,17,31,31,59,31,1491.18553083525,1441.35629019424,2015,12,0,0,0,1,0,441
Bills,10,6,6,0,0,0,22,Chiefs,0,14,10,6,0,0,30,201512,-10,-2,2,8,52,8,1524.70390035616,1611.12437421639,2015,12,0,0,0,1,0,858
Falcons,0,9,3,7,0,0,19,Buccaneers,7,0,9,7,0,0,23,201513,7,-2,4,4,42,4,1468.05082356356,1421.67124546324,2015,13,0,0,0,1,1,416
Cowboys,0,3,3,13,0,0,19,Washington,0,3,3,10,0,0,16,201513,0,0,0,3,35,-3,1473.03781384912,1426.4020293899,2015,13,0,0,0,1,1,1181
Colts,3,7,0,0,0,0,10,Steelers,6,15,7,17,0,0,45,201513,3,11,18,35,55,35,1550.40339320105,1564.36512068612,2015,13,0,0,0,1,0,328
Panthers,0,13,14,14,0,0,41,Saints,14,2,8,14,0,0,38,201513,-14,-3,3,3,79,-3,1689.08983655244,1410.18633343872,2015,13,0,0,0,1,1,648
Eagles,0,14,14,7,0,0,35,Patriots,0,14,0,14,0,0,28,201513,0,0,14,7,63,-7,1458.26751882082,1739.55366239969,2015,13,0,0,0,0,0,261
Chiefs,7,0,7,20,0,0,34,Raiders,7,7,6,0,0,0,20,201513,0,-7,-6,14,54,-14,1623.24957833438,1425.8562114343,2015,13,0,0,0,1,1,1495
Jets,3,7,0,10,3,0,23,Giants,0,20,0,0,0,0,20,201513,3,-10,-10,3,43,-3,1473.89730316938,1500.94019671226,2015,13,0,0,0,0,0,0
Broncos,14,3,0,0,0,0,17,Chargers,0,3,0,0,0,0,3,201513,14,14,14,14,20,-14,1660.77935111184,1417.73211833816,2015,13,0,0,0,1,1,832
Ravens,0,3,7,3,0,0,13,Dolphins,0,15,0,0,0,0,15,201513,0,12,5,2,28,2,1503.32384744712,1412.31350178187,2015,13,0,0,0,1,0,956
Cardinals,7,3,14,3,0,0,27,Rams,0,0,3,0,0,0,3,201513,7,10,21,24,30,-24,1665.65559761357,1421.04974835962,2015,13,0,0,0,1,1,1270
Jaguars,0,12,7,20,0,0,39,Titans,7,14,0,21,0,0,42,201513,7,9,2,3,81,3,1338.27068252751,1299.18123478331,2015,13,0,0,0,1,1,500
Seahawks,7,14,14,3,0,0,38,Vikings,0,0,7,0,0,0,7,201513,7,21,28,31,45,-31,1640.66538179753,1578.22718521827,2015,13,0,0,0,1,0,1391
Bengals,7,13,14,3,0,0,37,Browns,0,3,0,0,0,0,3,201513,7,17,31,34,40,-34,1640.55175483589,1338.60242135859,2015,13,0,0,0,1,1,217
49ers,6,7,0,7,6,0,26,Bears,6,7,0,7,0,0,20,201513,0,0,0,6,46,-6,1425.91696291298,1469.50145694531,2015,13,0,0,0,1,0,1853
Texans,6,7,0,8,0,0,21,Bills,7,14,0,9,0,0,30,201513,1,8,8,9,51,9,1514.19137882479,1512.57869623817,2015,13,0,0,0,1,0,1285
Packers,0,0,14,13,0,0,27,Lions,17,0,3,3,0,0,23,201513,-17,-17,-6,4,50,-4,1620.72431068184,1474.27430220867,2015,13,0,0,0,1,1,291
Patriots,7,10,3,7,0,0,27,Texans,3,3,0,0,0,0,6,201514,4,11,14,21,33,-21,1696.11374215307,1495.84893416366,2015,14,0,0,0,1,0,1597
Cowboys,0,0,7,0,0,0,7,Packers,0,14,0,14,0,0,28,201514,0,14,7,21,35,21,1487.75567744288,1632.67098774032,2015,14,0,0,0,1,0,937
Raiders,0,0,9,6,0,0,15,Broncos,6,6,0,0,0,0,12,201514,-6,-12,-3,3,27,-3,1409.60111194437,1674.01080310442,2015,14,0,0,0,1,1,939
Seahawks,7,7,7,14,0,0,35,Ravens,0,6,0,0,0,0,6,201514,7,8,15,29,41,-29,1675.61898288156,1491.37553125741,2015,14,0,0,0,0,0,2328
Colts,3,10,3,0,0,0,16,Jaguars,3,6,21,21,0,0,51,201514,0,-4,14,35,67,35,1523.53928593291,1325.58903562929,2015,14,0,0,0,1,1,699
Falcons,0,0,0,0,0,0,0,Panthers,21,7,10,0,0,0,38,201514,21,28,38,38,38,38,1452.9460242289,1694.79934812141,2015,14,0,0,0,1,1,226
Saints,7,10,7,0,0,0,24,Buccaneers,0,10,0,7,0,0,17,201514,7,7,14,7,41,-7,1404.47682186975,1436.7760447979,2015,14,0,0,0,1,1,480
Giants,3,14,7,7,0,0,31,Dolphins,7,10,7,0,0,0,24,201514,-4,0,0,7,55,-7,1482.72621321707,1424.26181797158,2015,14,0,0,0,0,0,1091
Titans,0,0,8,0,0,0,8,Jets,10,17,0,3,0,0,30,201514,10,27,19,22,38,22,1311.86288168153,1492.11128666457,2015,14,0,0,0,1,0,758
Lions,0,0,7,7,0,0,14,Rams,0,7,7,7,0,0,21,201514,0,7,7,7,35,7,1462.32762515019,1405.43627627003,2015,14,0,0,0,1,0,454
Chargers,0,0,3,0,0,0,3,Chiefs,0,10,0,0,0,0,10,201514,0,10,7,7,13,7,1404.50066634558,1639.50467782431,2015,14,0,0,0,1,1,1334
49ers,0,3,0,7,0,0,10,Browns,7,3,7,7,0,0,24,201514,7,7,14,14,34,14,1452.58323305674,1325.53318354676,2015,14,0,0,0,0,0,2161
Steelers,7,9,7,10,0,0,33,Bengals,0,7,3,10,0,0,20,201514,7,9,13,13,53,-13,1591.22922795426,1653.62099264772,2015,14,0,0,0,1,1,252
Washington,7,7,7,3,0,0,24,Bears,0,7,14,0,0,0,21,201514,7,7,0,3,45,-3,1411.68416579614,1442.83518680155,2015,14,0,0,0,1,0,594
Vikings,7,3,0,10,0,0,20,Cardinals,10,0,7,6,0,0,23,201514,3,0,7,3,43,3,1543.27358413424,1681.26906970316,2015,14,0,0,0,1,0,1278
Bills,7,3,10,0,0,0,20,Eagles,7,10,3,3,0,0,23,201514,0,7,0,3,43,3,1530.9211408993,1501.70743906744,2015,14,0,0,0,0,0,279
Lions,7,14,7,7,0,0,35,Saints,3,0,7,17,0,0,27,201515,4,18,18,8,62,-8,1442.09301337135,1432.17196582795,2015,15,0,0,0,1,0,939
Cardinals,7,10,13,10,0,0,40,Eagles,3,7,0,7,0,0,17,201515,4,7,20,23,57,-23,1687.2880490459,1513.94839306384,2015,15,0,0,0,1,0,2078
Bengals,0,21,3,0,0,0,24,49ers,0,0,7,7,0,0,14,201515,0,21,17,10,38,-10,1615.77395027702,1419.79222189831,2015,15,0,0,0,0,0,2040
Dolphins,0,0,7,7,0,0,14,Chargers,6,17,0,7,0,0,30,201515,6,23,16,16,44,16,1403.01316128992,1398.9752078701,2015,15,0,0,0,1,0,2267
Broncos,14,13,0,0,0,0,27,Steelers,7,6,7,14,0,0,34,201515,-7,-14,-7,7,61,7,1645.65895068074,1629.07627032496,2015,15,0,0,0,1,0,1317
Browns,7,3,0,3,0,0,13,Seahawks,7,13,0,10,0,0,30,201515,0,10,10,17,43,17,1358.32419470519,1697.22438289355,2015,15,0,0,0,0,0,2020
Packers,14,0,10,6,0,0,30,Raiders,0,13,7,0,0,0,20,201515,14,1,4,10,50,-10,1645.65067276798,1437.95296436805,2015,15,0,0,0,0,0,1826
Chiefs,14,10,0,10,0,0,34,Ravens,7,7,0,0,0,0,14,201515,7,10,10,20,48,-20,1645.03013629979,1469.77013124542,2015,15,0,0,0,1,0,960
Falcons,7,10,0,6,0,0,23,Jaguars,0,3,14,0,0,0,17,201515,7,14,0,6,40,-6,1443.55839457842,1377.65086313881,2015,15,0,0,0,0,0,285
Panthers,7,14,14,3,0,0,38,Giants,7,0,7,21,0,0,35,201515,0,14,21,3,73,-3,1704.18697777189,1503.97486989873,2015,15,0,0,0,1,0,531
Titans,0,3,7,6,0,0,16,Patriots,7,17,3,6,0,0,33,201515,7,21,17,17,49,17,1300.80697275146,1714.43672782711,2015,15,0,0,0,1,0,936
Bears,0,7,3,7,0,0,17,Vikings,7,10,7,14,0,0,38,201515,7,10,14,21,55,21,1424.42621270822,1537.2546047915,2015,15,0,0,0,1,1,355
Texans,0,3,3,10,0,0,16,Colts,0,10,0,0,0,0,10,201515,0,-7,-4,6,26,-6,1477.52594848962,1471.47745842339,2015,15,0,0,0,1,1,865
Jets,6,3,0,10,0,0,19,Cowboys,3,7,3,3,0,0,16,201515,3,-1,-4,3,35,-3,1503.16719559464,1474.77599241522,2015,15,0,0,0,0,0,1370
Buccaneers,3,0,3,17,0,0,23,Rams,14,7,7,3,0,0,31,201515,11,18,22,8,54,8,1409.0809008397,1425.67088804887,2015,15,0,0,0,1,0,861
Bills,0,0,17,8,0,0,25,Washington,7,14,7,7,0,0,35,201515,7,21,11,10,60,10,1518.6801869029,1430.09313988947,2015,15,0,0,0,0,0,292
Steelers,0,3,7,7,0,0,17,Ravens,7,6,0,7,0,0,20,201516,7,10,3,3,37,3,1646.60568315077,1449.68179929903,2015,16,0,0,0,1,1,196
Bengals,7,7,0,3,0,0,17,Broncos,0,3,7,7,3,0,20,201516,-7,-11,-4,3,37,3,1630.25596991017,1628.12953785493,2015,16,0,0,0,1,0,1093
Giants,0,3,7,7,0,0,17,Vikings,3,16,13,17,0,0,49,201516,3,16,22,32,66,32,1495.75534291392,1552.37274239827,2015,16,0,0,0,1,0,1016
Rams,10,6,0,7,0,0,23,Seahawks,0,3,7,7,0,0,17,201516,10,13,6,6,40,-6,1441.97155628923,1701.57465385817,2015,16,0,0,0,1,1,1720
Packers,0,0,8,0,0,0,8,Cardinals,0,17,21,0,0,0,38,201516,0,17,30,30,46,30,1659.40755568622,1708.42677060149,2015,16,0,0,0,1,0,1492
Jaguars,0,6,13,8,0,0,27,Saints,14,10,7,7,0,0,38,201516,14,18,12,11,65,11,1358.2505932572,1406.09242594738,2015,16,0,0,0,0,0,503
Bears,0,13,0,13,0,0,26,Buccaneers,7,0,7,7,0,0,21,201516,-7,6,-1,5,47,-5,1409.30807510145,1392.78023259934,2015,16,0,0,0,1,0,1004
Patriots,0,3,10,7,0,0,20,Jets,3,7,7,3,6,0,26,201516,3,7,4,6,46,6,1717.27558053568,1518.74469116252,2015,16,0,0,0,1,1,181
Browns,0,3,7,3,0,0,13,Chiefs,10,7,0,0,0,0,17,201516,10,14,7,4,30,4,1353.97392374057,1665.11846824618,2015,16,0,0,0,1,0,698
Texans,10,7,17,0,0,0,34,Titans,0,0,0,6,0,0,6,201516,10,17,34,28,40,-28,1500.88130247386,1297.96812004289,2015,16,0,0,0,1,1,665
49ers,7,10,0,0,0,0,17,Lions,3,17,3,9,0,0,32,201516,-4,3,6,15,49,15,1405.31020226516,1468.17255325192,2015,16,0,0,0,1,0,2087
Cowboys,3,3,0,0,0,0,6,Bills,6,0,3,7,0,0,16,201516,3,0,3,10,22,10,1459.19849684734,1492.79833462262,2015,16,0,0,0,0,0,1197
Panthers,7,0,3,3,0,0,13,Falcons,0,7,7,6,0,0,20,201516,-7,0,4,7,33,7,1712.4065047567,1462.95866446003,2015,16,0,0,0,1,1,226
Washington,13,3,14,8,0,0,38,Eagles,7,3,7,7,0,0,24,201516,6,6,13,14,62,-14,1455.97499216975,1492.80967150825,2015,16,0,0,0,1,1,123
Chargers,7,10,0,3,0,0,20,Raiders,7,3,2,8,3,0,23,201516,0,-7,-5,3,43,3,1421.75526421742,1424.19608144981,2015,16,0,0,0,1,1,454
Colts,8,7,0,3,0,0,18,Dolphins,0,6,3,3,0,0,12,201516,8,9,6,6,30,-6,1448.12210443915,1380.2331049426,2015,16,0,0,0,1,0,1026
Rams,3,13,0,0,0,0,16,49ers,0,10,3,3,3,0,19,201517,-3,-6,-3,3,35,3,1481.52157383197,1388.33738276314,2015,17,0,0,0,1,1,1741
Vikings,3,3,14,0,0,0,20,Packers,3,0,0,10,0,0,13,201517,0,3,17,7,33,-7,1574.35963828831,1637.10512699003,2015,17,0,0,0,1,1,259
Buccaneers,3,0,7,0,0,0,10,Panthers,0,24,7,7,0,0,38,201517,-3,21,21,28,48,28,1371.91935076725,1678.6769515441,2015,17,0,0,0,1,1,511
Seahawks,10,20,6,0,0,0,36,Cardinals,0,6,0,0,0,0,6,201517,10,24,30,30,42,-30,1662.02463631543,1730.72919929768,2015,17,0,0,0,1,1,1114
Raiders,0,10,0,7,0,0,17,Chiefs,14,0,9,0,0,0,23,201517,14,4,13,6,40,6,1435.06809984077,1667.94744627023,2015,17,0,0,0,1,1,1495
Jaguars,0,3,3,0,0,0,6,Texans,3,17,0,10,0,0,30,201517,3,17,14,24,36,24,1342.03172917,1520.61150415796,2015,17,0,0,0,1,1,820
Eagles,14,7,7,7,0,0,35,Giants,3,17,7,3,0,0,30,201517,11,1,1,5,65,-5,1456.32259214716,1473.76844702388,2015,17,0,0,0,1,1,80
Chargers,3,3,7,7,0,0,20,Broncos,7,0,7,13,0,0,27,201517,4,1,1,7,47,7,1410.88324582646,1639.19458277242,2015,17,0,0,0,1,1,832
Titans,7,7,3,7,0,0,24,Colts,10,10,7,3,0,0,30,201517,3,6,10,6,54,6,1278.23791835879,1467.39409553972,2015,17,0,0,0,1,1,251
Washington,21,3,3,7,0,0,34,Cowboys,0,14,0,9,0,0,23,201517,21,10,13,11,57,-11,1492.46207153084,1442.59189280724,2015,17,0,0,0,1,1,1181
Steelers,7,7,3,11,0,0,28,Browns,3,6,0,3,0,0,12,201517,4,5,8,16,40,-16,1626.51321580242,1351.14494571652,2015,17,0,0,0,1,1,114
Ravens,0,9,0,7,0,0,16,Bengals,0,7,14,3,0,0,24,201517,0,-2,12,8,40,8,1469.77426664738,1619.19092499268,2015,17,0,0,0,1,1,419
Lions,7,3,7,7,0,0,24,Bears,0,0,10,10,0,0,20,201517,7,10,7,4,44,-4,1485.14537275394,1430.16895693354,2015,17,0,0,0,1,1,238
Jets,0,7,10,0,0,0,17,Bills,7,9,3,3,0,0,22,201517,7,9,2,5,39,5,1547.05305991949,1509.40493866272,2015,17,0,0,0,1,1,292
Saints,7,7,3,3,0,0,20,Falcons,3,14,0,0,0,0,17,201517,4,-3,0,3,37,-3,1422.31129003458,1496.68821767263,2015,17,0,0,0,1,1,424
Patriots,0,3,7,0,0,0,10,Dolphins,3,7,0,10,0,0,20,201517,3,7,0,10,30,10,1688.96721177871,1360.96111384203,2015,17,0,0,0,1,1,1241
Packers,0,17,7,11,0,0,35,Washington,5,6,7,0,0,0,18,201518,-5,6,6,17,53,-17,1607.25881367488,1518.57212379253,2015,18,1,0,0,1,0,686
Seahawks,0,0,0,10,0,0,10,Vikings,3,0,6,0,0,0,9,201518,-3,-3,-9,1,19,-1,1712.00100806875,1604.20595160346,2015,18,1,0,0,1,0,1391
Chiefs,7,6,7,10,0,0,30,Texans,0,0,0,0,0,0,0,201518,7,13,20,30,30,-30,1673.17645281849,1532.05714465938,2015,18,1,0,0,1,0,646
Steelers,0,6,9,3,0,0,18,Bengals,0,0,0,16,0,0,16,201518,0,6,15,2,34,-2,1638.3841424379,1628.21769304391,2015,18,1,0,0,1,1,252
Chiefs,3,3,7,7,0,0,20,Patriots,7,7,7,6,0,0,27,201519,4,8,8,7,47,7,1699.21018688796,1644.32110337201,2015,19,1,0,1,1,0,1249
Packers,0,6,7,7,0,0,20,Cardinals,7,0,3,10,6,0,26,201519,7,1,-3,6,46,6,1633.90812076086,1680.75282754436,2015,19,1,0,1,1,0,1492
Seahawks,0,0,14,10,0,0,24,Panthers,14,17,0,0,0,0,31,201519,14,31,17,7,55,7,1717.96694286292,1684.74155783108,2015,19,1,0,1,1,0,2280
Steelers,7,3,3,3,0,0,16,Broncos,6,3,3,11,0,0,23,201519,-1,-1,-1,7,39,7,1651.41465839155,1644.91854054651,2015,19,1,0,1,1,0,1317
Patriots,6,3,3,6,0,0,18,Broncos,7,10,0,3,0,0,20,201520,1,8,5,2,38,2,1664.41817614353,1661.79535582525,2015,20,1,0,0,1,0,1769
Cardinals,0,7,0,8,0,0,15,Panthers,17,7,10,15,0,0,49,201520,17,17,27,34,64,34,1693.50711983845,1703.37045346108,2015,20,1,0,0,1,0,1778
Panthers,0,7,0,3,0,0,10,Broncos,10,3,3,8,0,0,24,201522,10,6,9,14,34,14,1730.45773685885,1670.58089839598,2015,22,1,1,1,0,0,1355
Giants,0,13,0,7,0,0,20,Cowboys,3,6,7,3,0,0,19,201601,-3,4,-3,1,39,-1,1468.87798186004,1445.98789369703,2016,1,0,0,0,1,1,1370
Dolphins,0,3,0,7,0,0,10,Seahawks,3,3,0,6,0,0,12,201601,3,3,3,2,22,2,1438.73814816582,1634.55869815528,2016,1,0,0,0,0,0,2730
Lions,7,14,7,11,0,0,39,Colts,0,10,8,17,0,0,35,201601,7,11,10,4,74,-4,1502.85315875748,1484.30206131341,2016,1,0,0,0,0,0,240
Bears,7,7,0,0,0,0,14,Texans,0,10,3,10,0,0,23,201601,-7,-4,-1,9,37,9,1444.02306103417,1505.68227372661,2016,1,0,0,0,0,0,939
Steelers,0,14,10,14,0,0,38,Washington,6,0,3,7,0,0,16,201601,-6,8,15,22,54,-22,1591.35856207521,1496.28187780437,2016,1,0,0,0,0,0,190
Rams,0,0,0,0,0,0,0,49ers,7,7,0,14,0,0,28,201601,7,14,14,28,28,28,1479.22803675995,1437.34460097013,2016,1,0,0,0,1,1,347
Patriots,10,0,7,6,0,0,23,Cardinals,0,7,7,7,0,0,21,201601,10,3,3,2,44,-2,1605.4217557152,1612.61322429379,2016,1,0,0,0,0,0,2296
Bills,0,7,0,0,0,0,7,Ravens,3,7,0,3,0,0,13,201601,3,3,3,6,20,6,1518.80808993309,1475.49833239743,2016,1,0,0,0,1,0,275
Packers,7,14,3,3,0,0,27,Jaguars,7,10,3,3,0,0,23,201601,0,4,4,4,50,-4,1582.43588564451,1388.72405911239,2016,1,0,0,0,0,0,1039
Browns,0,7,3,0,0,0,10,Eagles,7,6,9,7,0,0,29,201601,7,6,12,19,39,19,1394.51601272069,1487.84937758732,2016,1,0,0,0,0,0,358
Bengals,3,10,7,3,0,0,23,Jets,7,9,0,6,0,0,22,201601,-4,-3,4,1,45,-1,1578.45811806017,1522.16390912172,2016,1,0,0,0,1,0,563
Raiders,10,0,3,22,0,0,35,Saints,3,14,7,10,0,0,34,201601,7,-7,-11,1,69,-1,1454.89272886167,1463.5000309425,2016,1,0,0,0,0,0,1914
Chargers,7,14,3,3,0,0,27,Chiefs,3,0,7,17,6,0,33,201601,-4,-18,-14,6,60,6,1438.43952536825,1621.07540941096,2016,1,0,0,0,1,1,1334
Vikings,0,0,12,13,0,0,25,Titans,3,7,0,6,0,0,16,201601,-3,-10,2,9,41,-9,1567.16001120619,1349.45261461893,2016,1,0,0,0,0,0,696
Buccaneers,3,14,14,0,0,0,31,Falcons,10,3,8,3,0,0,24,201601,-7,4,10,7,55,-7,1412.23649632018,1485.83297419564,2016,1,0,0,0,1,1,416
Panthers,7,10,0,3,0,0,20,Broncos,0,7,0,14,0,0,21,201601,-7,-10,-10,1,41,1,1633.57926535012,1637.1131581531,2016,1,0,0,0,0,0,1355
Eagles,3,6,13,7,0,0,29,Bears,0,7,0,7,0,0,14,201602,3,2,15,15,43,-15,1503.87393721284,1429.85402987043,2016,2,0,0,0,1,0,664
Packers,7,0,0,7,0,0,14,Vikings,0,10,7,0,0,0,17,201602,-7,3,10,3,31,3,1592.2521736801,1579.79345393256,2016,2,0,0,0,1,1,259
Falcons,0,13,8,14,0,0,35,Raiders,0,7,7,14,0,0,28,201602,0,6,7,7,63,-7,1455.22910041851,1463.56113743332,2016,2,0,0,0,0,0,2127
Colts,3,3,7,7,0,0,20,Broncos,3,10,3,18,0,0,34,201602,0,7,3,14,54,14,1465.67547598826,1642.52618918682,2016,2,0,0,0,1,0,998
Buccaneers,0,0,7,0,0,0,7,Cardinals,0,24,9,7,0,0,40,201602,0,24,26,33,47,33,1442.84037009731,1598.92757258315,2016,2,0,0,0,1,0,1793
Seahawks,0,3,0,0,0,0,3,Rams,3,3,0,3,0,0,9,201602,3,3,3,6,12,6,1638.13804913745,1448.11908076118,2016,2,0,0,0,1,1,960
Chiefs,0,3,0,9,0,0,12,Texans,7,6,0,6,0,0,19,201602,7,10,10,7,31,7,1627.85466277461,1519.85130489035,2016,2,0,0,0,1,0,646
Jaguars,0,0,0,14,0,0,14,Chargers,7,14,14,3,0,0,38,201602,7,21,35,24,52,24,1378.9077710768,1431.6602720046,2016,2,0,0,0,1,0,2087
Cowboys,10,3,7,7,0,0,27,Washington,0,10,13,0,0,0,23,201602,10,3,-3,4,50,-4,1438.0688249969,1468.02086198119,2016,2,0,0,0,1,1,1181
Bengals,3,3,3,7,0,0,16,Steelers,7,3,7,7,0,0,24,201602,4,4,8,8,40,8,1585.59146528381,1619.61957789839,2016,2,0,0,0,1,1,252
Saints,0,3,0,10,0,0,13,Giants,0,7,3,6,0,0,16,201602,0,4,7,3,29,3,1454.83162237086,1476.79705056017,2016,2,0,0,0,1,0,1168
Dolphins,0,3,7,14,0,0,24,Patriots,14,10,7,0,0,0,31,201602,14,21,21,7,55,7,1435.15879718365,1619.10740742584,2016,2,0,0,0,1,1,1241
Titans,0,3,0,13,0,0,16,Lions,9,3,3,0,0,0,15,201602,-9,-9,-12,1,31,-1,1336.81917189256,1521.47974408263,2016,2,0,0,0,0,0,470
Ravens,2,10,7,6,0,0,25,Browns,20,0,0,0,0,0,20,201602,-18,-8,-1,5,45,-5,1493.56605368813,1378.49145309517,2016,2,0,0,0,1,1,307
Jets,6,14,7,10,0,0,37,Bills,7,3,14,7,0,0,31,201602,-1,10,3,6,68,-6,1515.03056189808,1500.74036864239,2016,2,0,0,0,1,1,292
49ers,3,7,0,17,0,0,27,Panthers,7,10,14,15,0,0,46,201602,4,7,21,19,73,19,1468.4535569689,1628.1662343164,2016,2,0,0,0,1,0,2296
